 solid_solenoid_Coil  |                root  |           solid_solenoid_Coil  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff8000   |            Polycone  |0*deg 360*deg 2*counts 152.30*cm 152.30*cm 154.30*cm 154.30*cm -173.80*cm 173.80*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_14  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_14  |                              0*cm 0*cm 0.15275*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                            21*cm 98*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_15  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_15  |                                0*cm 0*cm 0.253*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        21*cm 98*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_16  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_16  |                              0*cm 0*cm 0.25575*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         21*cm 98*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_17  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_17  |                               0*cm 0*cm 0.2585*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        21*cm 98*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_18  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_18  |                              0*cm 0*cm 0.35875*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                            21*cm 98*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_19  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_19  |                              0*cm 0*cm 0.45925*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         21*cm 98*cm 0.0005*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_20  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_20  |                              0*cm 0*cm 0.46225*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         21*cm 98*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_21  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_21  |                              0*cm 0*cm 0.47075*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          21*cm 98*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_22  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_22  |                               0*cm 0*cm 0.4769*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        21*cm 98*cm 0.00015*cm 0*deg 360*deg  |            SL_NOMEX  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_2_23  |   solid_SIDIS_gem_2  |          solid_SIDIS_gem_2_23  |                              0*cm 0*cm 0.48305*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          21*cm 98*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   solid_SIDIS_gem_3  |                root  |             solid_SIDIS_gem_3  |                                 0*cm 0*cm -119*cm  |                       0*deg 0*deg 0*deg  | 111111   |                Tube  |                       25*cm 112*cm 0.48905*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_3_1  |   solid_SIDIS_gem_3  |           solid_SIDIS_gem_3_1  |                             0*cm 0*cm -0.48305*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         25*cm 112*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_3_2  |   solid_SIDIS_gem_3  |           solid_SIDIS_gem_3_2  |                              0*cm 0*cm -0.4769*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       25*cm 112*cm 0.00015*cm 0*deg 360*deg  |            SL_NOMEX  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_3_3  |   solid_SIDIS_gem_3  |           solid_SIDIS_gem_3_3  |                             0*cm 0*cm -0.47075*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         25*cm 112*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_3_4  |   solid_SIDIS_gem_3  |           solid_SIDIS_gem_3_4  |                             0*cm 0*cm -0.46225*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        25*cm 112*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_3_5  |   solid_SIDIS_gem_3  |           solid_SIDIS_gem_3_5  |                              0*cm 0*cm -0.4595*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       25*cm 112*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_3_6  |   solid_SIDIS_gem_3  |           solid_SIDIS_gem_3_6  |                             0*cm 0*cm -0.30925*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          25*cm 112*cm 0.15*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1300000 
 solid_SIDIS_gem_3_7  |   solid_SIDIS_gem_3  |           solid_SIDIS_gem_3_7  |                               0*cm 0*cm -0.159*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       25*cm 112*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_3_8  |   solid_SIDIS_gem_3  |           solid_SIDIS_gem_3_8  |                             0*cm 0*cm -0.15625*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        25*cm 112*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_3_9  |   solid_SIDIS_gem_3  |           solid_SIDIS_gem_3_9  |                              0*cm 0*cm -0.1535*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       25*cm 112*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_10  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_10  |                  0*cm 0*cm -0.0532499999999999*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           25*cm 112*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1300000 
solid_SIDIS_gem_3_11  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_11  |                   0*cm 0*cm 0.0470000000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       25*cm 112*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_12  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_12  |                   0*cm 0*cm 0.0497500000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        25*cm 112*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_13  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_13  |                   0*cm 0*cm 0.0525000000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       25*cm 112*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_14  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_14  |                              0*cm 0*cm 0.15275*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           25*cm 112*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_15  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_15  |                                0*cm 0*cm 0.253*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       25*cm 112*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_16  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_16  |                              0*cm 0*cm 0.25575*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        25*cm 112*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_17  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_17  |                               0*cm 0*cm 0.2585*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       25*cm 112*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_18  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_18  |                              0*cm 0*cm 0.35875*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           25*cm 112*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_19  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_19  |                              0*cm 0*cm 0.45925*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        25*cm 112*cm 0.0005*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_20  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_20  |                              0*cm 0*cm 0.46225*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        25*cm 112*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_21  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_21  |                              0*cm 0*cm 0.47075*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         25*cm 112*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_22  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_22  |                               0*cm 0*cm 0.4769*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       25*cm 112*cm 0.00015*cm 0*deg 360*deg  |            SL_NOMEX  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_3_23  |   solid_SIDIS_gem_3  |          solid_SIDIS_gem_3_23  |                              0*cm 0*cm 0.48305*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         25*cm 112*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   solid_SIDIS_gem_4  |                root  |             solid_SIDIS_gem_4  |                                  0*cm 0*cm -68*cm  |                       0*deg 0*deg 0*deg  | 111111   |                Tube  |                       32*cm 135*cm 0.48905*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_4_1  |   solid_SIDIS_gem_4  |           solid_SIDIS_gem_4_1  |                             0*cm 0*cm -0.48305*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         32*cm 135*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_4_2  |   solid_SIDIS_gem_4  |           solid_SIDIS_gem_4_2  |                              0*cm 0*cm -0.4769*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       32*cm 135*cm 0.00015*cm 0*deg 360*deg  |            SL_NOMEX  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_4_3  |   solid_SIDIS_gem_4  |           solid_SIDIS_gem_4_3  |                             0*cm 0*cm -0.47075*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         32*cm 135*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_4_4  |   solid_SIDIS_gem_4  |           solid_SIDIS_gem_4_4  |                             0*cm 0*cm -0.46225*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        32*cm 135*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_4_5  |   solid_SIDIS_gem_4  |           solid_SIDIS_gem_4_5  |                              0*cm 0*cm -0.4595*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       32*cm 135*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_4_6  |   solid_SIDIS_gem_4  |           solid_SIDIS_gem_4_6  |                             0*cm 0*cm -0.30925*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          32*cm 135*cm 0.15*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1400000 
 solid_SIDIS_gem_4_7  |   solid_SIDIS_gem_4  |           solid_SIDIS_gem_4_7  |                               0*cm 0*cm -0.159*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       32*cm 135*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_4_8  |   solid_SIDIS_gem_4  |           solid_SIDIS_gem_4_8  |                             0*cm 0*cm -0.15625*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        32*cm 135*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_4_9  |   solid_SIDIS_gem_4  |           solid_SIDIS_gem_4_9  |                              0*cm 0*cm -0.1535*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       32*cm 135*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_10  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_10  |                  0*cm 0*cm -0.0532499999999999*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           32*cm 135*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1400000 
solid_SIDIS_gem_4_11  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_11  |                   0*cm 0*cm 0.0470000000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       32*cm 135*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_12  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_12  |                   0*cm 0*cm 0.0497500000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        32*cm 135*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_13  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_13  |                   0*cm 0*cm 0.0525000000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       32*cm 135*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_14  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_14  |                              0*cm 0*cm 0.15275*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           32*cm 135*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_15  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_15  |                                0*cm 0*cm 0.253*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       32*cm 135*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_16  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_16  |                              0*cm 0*cm 0.25575*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        32*cm 135*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_17  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_17  |                               0*cm 0*cm 0.2585*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       32*cm 135*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_18  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_18  |                              0*cm 0*cm 0.35875*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           32*cm 135*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_19  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_19  |                              0*cm 0*cm 0.45925*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        32*cm 135*cm 0.0005*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_20  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_20  |                              0*cm 0*cm 0.46225*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        32*cm 135*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_21  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_21  |                              0*cm 0*cm 0.47075*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         32*cm 135*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_22  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_22  |                               0*cm 0*cm 0.4769*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       32*cm 135*cm 0.00015*cm 0*deg 360*deg  |            SL_NOMEX  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_4_23  |   solid_SIDIS_gem_4  |          solid_SIDIS_gem_4_23  |                              0*cm 0*cm 0.48305*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         32*cm 135*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   solid_SIDIS_gem_5  |                root  |             solid_SIDIS_gem_5  |                                    0*cm 0*cm 5*cm  |                       0*deg 0*deg 0*deg  | 111111   |                Tube  |                       42*cm 100*cm 0.48905*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_5_1  |   solid_SIDIS_gem_5  |           solid_SIDIS_gem_5_1  |                             0*cm 0*cm -0.48305*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         42*cm 100*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_5_2  |   solid_SIDIS_gem_5  |           solid_SIDIS_gem_5_2  |                              0*cm 0*cm -0.4769*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       42*cm 100*cm 0.00015*cm 0*deg 360*deg  |            SL_NOMEX  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_5_3  |   solid_SIDIS_gem_5  |           solid_SIDIS_gem_5_3  |                             0*cm 0*cm -0.47075*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                         42*cm 100*cm 0.006*cm 0*deg 360*deg  |          SL_NEMAG10  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_5_4  |   solid_SIDIS_gem_5  |           solid_SIDIS_gem_5_4  |                             0*cm 0*cm -0.46225*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        42*cm 100*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_5_5  |   solid_SIDIS_gem_5  |           solid_SIDIS_gem_5_5  |                              0*cm 0*cm -0.4595*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       42*cm 100*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_5_6  |   solid_SIDIS_gem_5  |           solid_SIDIS_gem_5_6  |                             0*cm 0*cm -0.30925*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                          42*cm 100*cm 0.15*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1500000 
 solid_SIDIS_gem_5_7  |   solid_SIDIS_gem_5  |           solid_SIDIS_gem_5_7  |                               0*cm 0*cm -0.159*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       42*cm 100*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_5_8  |   solid_SIDIS_gem_5  |           solid_SIDIS_gem_5_8  |                             0*cm 0*cm -0.15625*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        42*cm 100*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 solid_SIDIS_gem_5_9  |   solid_SIDIS_gem_5  |           solid_SIDIS_gem_5_9  |                              0*cm 0*cm -0.1535*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       42*cm 100*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_5_10  |   solid_SIDIS_gem_5  |          solid_SIDIS_gem_5_10  |                  0*cm 0*cm -0.0532499999999999*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           42*cm 100*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                flux  |                flux  |                       id manual 1500000 
solid_SIDIS_gem_5_11  |   solid_SIDIS_gem_5  |          solid_SIDIS_gem_5_11  |                   0*cm 0*cm 0.0470000000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       42*cm 100*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_5_12  |   solid_SIDIS_gem_5  |          solid_SIDIS_gem_5_12  |                   0*cm 0*cm 0.0497500000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                        42*cm 100*cm 0.0025*cm 0*deg 360*deg  |           SL_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_5_13  |   solid_SIDIS_gem_5  |          solid_SIDIS_gem_5_13  |                   0*cm 0*cm 0.0525000000000001*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       42*cm 100*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_5_14  |   solid_SIDIS_gem_5  |          solid_SIDIS_gem_5_14  |                              0*cm 0*cm 0.15275*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                           42*cm 100*cm 0.1*cm 0*deg 360*deg  |           SL_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_gem_5_15  |   solid_SIDIS_gem_5  |          solid_SIDIS_gem_5_15  |                                0*cm 0*cm 0.253*cm  |                       0*deg 0*deg 0*deg  | 44ee11   |                Tube  |                       42*cm 100*cm 0.00025*cm 0*deg 360*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
